,borough,type,site_name,borough_name,latitude,longitude
116,Camden,Cinemas,Odeon Swiss Cottage,Camden,51.542452830936405,-0.17448531284539814
117,Camden,Cinemas,Vue Finchley Road,Camden,51.54794663164849,-0.1813903737447105
118,Camden,Cinemas,JW3,Camden,51.550969781510325,-0.18439980803431555
119,Camden,Cinemas,Everyman Belsize Park,Camden,51.55072037579234,-0.16604794885090168
120,Camden,Cinemas,Everyman Hampstead,Camden,51.55644354139529,-0.1790030131655051
121,Camden,Commercial galleries,Domobaal,Camden,51.52160662923071,-0.11470489319664907
122,Camden,Commercial galleries,Catto Gallery,Camden,51.558503379913844,-0.1784591038914786
123,Camden,Commercial galleries,Freespace Gallery,Camden,51.546406486015826,-0.13992891340617622
124,Camden,Commercial galleries,Orange Dot Gallery,Camden,51.525647786351385,-0.12501847631165025
125,Camden,Commercial galleries,Lawrence Alkin Gallery,Camden,51.51542853824638,-0.12761469557415167
126,Camden,Commercial galleries,University of the Arts London Gallery,Camden,51.51776637099261,-0.11636256637604248
127,Camden,Commercial galleries,Gallery K,Camden,51.55916188807706,-0.1785914923759944
128,Camden,Commercial galleries,Austin Desmond Fine Art,Camden,51.51879360553176,-0.12434878172788055
129,Camden,Commercial galleries,Brunei Gallery,Camden,51.522351788492614,-0.1292334038104869
130,Camden,Commercial galleries,The October Gallery,Camden,51.52069373807282,-0.12170487534086333
131,Camden,Commercial galleries,Rebecca Hossack Gallery 2,Camden,51.51894488735309,-0.13496573036937656
132,Camden,Commercial galleries,Rebecca Hossack Gallery 1,Camden,51.52204781119472,-0.13952379000619744
133,Camden,Commercial galleries,The Framers Gallery,Camden,51.51890509971838,-0.1341601699643469
134,Camden,Commercial galleries,Beside the Wave,Camden,51.540174629108925,-0.15417121885878915
135,Camden,Commercial galleries,Woolff Gallery,Camden,51.52047104451743,-0.13706553532395127
136,Camden,Commercial galleries,Lahd Gallery,Camden,51.55821624511333,-0.1784994270988269
137,Camden,Commercial galleries,The Cob Gallery,Camden,51.54116049544474,-0.13802301452333038
138,Camden,Commercial galleries,Edge of Arabia,Camden,51.518129493384464,-0.12162303724304477
139,Camden,Commercial galleries,Hanmi Gallery,Camden,51.52220043508069,-0.13894096306756631
140,Camden,Commercial galleries,Gagosian Gallery 1,Camden,51.53010375309922,-0.1180013927343226
141,Camden,Commercial galleries,L. Ron Hubbardâs Fitzroy House,Camden,51.52250111600906,-0.1391881718591446
142,Camden,Commercial galleries,Novelty Automation,Camden,51.519663543819334,-0.11690407225841615
143,Camden,Commercial galleries,Charlie Dutton Gallery,Camden,51.519663543819334,-0.11690407225841615
144,Camden,Commercial galleries,Simon Oldfield,Camden,51.518562947769915,-0.1234213548908112
145,Camden,Commercial galleries,The Gallery at 94,Camden,51.5226043006357,-0.14115884786754268
146,Camden,Commercial galleries,Tristan Hoare,Camden,51.523457611124954,-0.13939422448342004
147,Camden,Commercial galleries,Hardy Tree Gallery,Camden,51.53342520065355,-0.12888018870602308
148,Camden,Commercial galleries,University College London Museums,Camden,51.52454101512414,-0.13400176991493676
149,Camden,Commercial galleries,Contemporary Applied Arts,Camden,51.51791356463358,-0.13401333222086506
150,Camden,Commercial galleries,Architectural Association,Camden,51.51822006569438,-0.1306712038183859
151,Camden,Commercial galleries,The Crypt Gallery,Camden,51.52707881467916,-0.13016406662193758
152,Camden,Commercial galleries,Pollock's Toy Museum,Camden,51.52033482106796,-0.1352836978889292
153,Camden,Commercial galleries,Coningsby Gallery,Camden,51.520366073111724,-0.1361184628481549
154,Camden,Community centres,Cresswood Tenants Hall,Camden,51.55120027830732,-0.14850324137190835
155,Camden,Community centres,Bayham Place Tenants Association Hall,Camden,51.53610466972275,-0.13733542467131873
156,Camden,Community centres,Sycamore Community Hall,Camden,51.53970996132117,-0.1918997681032355
157,Camden,Community centres,Godwin & Crowndale Community Hall,Camden,51.53482093059717,-0.13521057461245242
158,Camden,Community centres,Whittington Court TRA Hall,Camden,51.565714108285064,-0.14166600870929125
159,Camden,Community centres,Bacton Tower TA Room,Camden,51.55209070433778,-0.1542224567291051
160,Camden,Community centres,St Pancras Community Centre,Camden,51.53650816481125,-0.13726126700030572
161,Camden,Community centres,Queens Crescent Community Association,Camden,51.55084417254075,-0.15101307103343814
162,Camden,Community centres,Coopers Lane Community Centre,Camden,51.53299262711442,-0.12995048348062252
163,Camden,Community centres,1A Arts Community Centre ,Camden,51.52244748825436,-0.11219073889022696
164,Camden,Community centres,Somali Community Centre,Camden,51.55322562098478,-0.1549121792354151
165,Camden,Community centres,South Hampstead and Kilburn Partnership (SHAK),Camden,51.53997153919332,-0.18147771647290994
166,Camden,Community centres,Peckwater TA Hall,Camden,51.54994314470312,-0.13612095650056813
167,Camden,Community centres,Blashford TA Room,Camden,51.54339843068405,-0.16190055823422556
168,Camden,Community centres,Camden Society,Camden,51.53890121095859,-0.14072534308049758
169,Camden,Community centres,Bedefield Community Room,Camden,51.528339678998115,-0.1212747503829466
170,Camden,Community centres,Ethiopian Community in Britain,Camden,51.54912268707408,-0.1847474061562984
171,Camden,Community centres,Hilgrove Estate TA Room,Camden,51.542274533929756,-0.1774776721693068
172,Camden,Community centres,Cockpit Arts / Action Space,Camden,51.52143691832946,-0.11645610333230098
173,Camden,Community centres,Grafton Way TRA Room,Camden,51.52418474994115,-0.13648142775167224
174,Camden,Community centres,Camden People's Theatre,Camden,51.526400814551344,-0.13842362227933502
175,Camden,Community centres,Fellows Road Tenant Association,Camden,51.543489077941096,-0.16942505764691862
176,Camden,Community centres,Gospel Oak 7 and 8 TRA Hall ,Camden,51.551434221983385,-0.15136417459773768
177,Camden,Community centres,Kingsland TA Room,Camden,51.53749770421256,-0.16409950464555487
178,Camden,Community centres,St Albans Villas and Oak Court TRA Hall,Camden,51.561177094188224,-0.14990144025011093
179,Camden,Community centres,Winchester Project ,Camden,51.54330439292781,-0.17257640114266068
180,Camden,Community centres,Doreen Bazell Hall,Camden,51.53383988488197,-0.13063668401002945
181,Camden,Community centres,Maiden Lane Community Centre,Camden,51.54133775815465,-0.12881510196342938
182,Camden,Community centres,Swiss Cottage Community Centre,Camden,51.543076799249725,-0.1723980412705746
183,Camden,Community centres,Kentish Town Community Centre,Camden,51.54854359676688,-0.13237039917243298
184,Camden,Community centres,Highgate Newtown Community Centre,Camden,51.562733319616115,-0.143100455694426
185,Camden,Community centres,Kingsgate Resource Centre,Camden,51.54526860137559,-0.19782320474273227
186,Camden,Community centres,Bengali Workers Community Centre,Camden,51.52831358065798,-0.1388213310060001
187,Camden,Community centres,Holly Lodge Community Centre,Camden,51.56464950959107,-0.14827438136168966
188,Camden,Community centres,Sidings Community Centre,Camden,51.54903594168873,-0.19895796393786566
189,Camden,Community centres,Abbey Community Centre,Camden,51.539480424945886,-0.18867869157447245
190,Camden,Community centres,Camden Chinese Community Centre,Camden,51.525363391980285,-0.12691867128475745
191,Camden,Community centres,Ingestre Road Community Centre,Camden,51.55542877923579,-0.14293634345874984
192,Camden,Community centres,Hampstead Community Centre,Camden,51.55552162268389,-0.1763855166882107
193,Camden,Community centres,Castlehaven Community Centre,Camden,51.54277565655681,-0.14518225634408208
194,Camden,Community centres,Covent Garden Dragon Hall Trust,Camden,51.516626398522824,-0.12266501095413035
195,Camden,Community centres,Ampthill Square Tenants Hall,Camden,51.531021815379546,-0.13721137443530476
196,Camden,Community centres,St Pancras Community Centre,Camden,51.55109143262398,-0.19929507521925452
197,Camden,Community centres,Kingsgate Community Centre,Camden,51.54428194851604,-0.1962325232487811
198,Camden,Community centres,Great Ormond St TRA Hall,Camden,51.52234906437781,-0.11837891116348948
199,Camden,Community centres,Grays Inn Community Centre,Camden,51.52214402436461,-0.11233302985915086
200,Camden,Community centres,Casa De Mozambique in UK,Camden,51.54141363728387,-0.12680744721331194
201,Camden,Community centres,Community Learning Centre (SHELL),Camden,51.53925090066527,-0.1825591467221779
202,Camden,Community centres,Marchmont Community Centre,Camden,51.52533462840519,-0.12511784237268406
203,Camden,Community centres,Jim Faulkner Community Room,Camden,51.557351820472775,-0.14228095010828426
204,Camden,Community centres,Chadswell Healthy Living Centre,Camden,51.52762327908272,-0.1220250927407594
205,Camden,Community centres,St Eugene De Mazenod Community Centre,Camden,51.54097005537218,-0.1937245140009784
206,Camden,Community centres,O2 Centre Community Venue,Camden,51.54794685504638,-0.18140478797228365
207,Camden,Community centres,Barnfield & Woodfield Tenants Association Room,Camden,51.550913192398674,-0.15998207164179362
208,Camden,Community centres,Athlone Hall,Camden,51.54807886780349,-0.1484425019660382
209,Camden,Community centres,Tresham Tenants Association Room,Camden,51.519666141659386,-0.11818683748653006
210,Camden,Community centres,Bray TRA Hall,Camden,51.54359482526497,-0.16640665977069713
211,Camden,Community centres,Una House TRA,Camden,51.54670696838746,-0.14300313319112154
212,Camden,Community centres,Dudley Court TA Room,Camden,51.515112457240676,-0.12471626387887808
213,Camden,Community centres,Derby Lodge Tenants Association Hall,Camden,51.530023535582565,-0.11748566892207885
214,Camden,Community centres,Calthorpe Project,Camden,51.52683807736194,-0.1179198602692098
215,Camden,Community centres,Falcon Tenants Association Room,Camden,51.52010958515593,-0.12116675641823955
216,Camden,Community centres,"Kennistoun, Willingham, Rosemary & Margaret TA Hall",Camden,51.55135957098221,-0.13640922824033574
217,Camden,Community centres,Torriano Project / Torriano Meeting House Ltd,Camden,51.551274821195975,-0.13334032384122932
218,Camden,Community centres,Kenbrook TRA Hall,Camden,51.5504195050475,-0.13553894371782593
219,Camden,Community centres,Working Men's College,Camden,51.5501885369308,-0.1362840100386072
220,Camden,Community centres,The Kosmos Centre (Camden Cypriot Women's Organisation),Camden,51.552029592607155,-0.14066591547810084
221,Camden,Community centres,Queens Crescent Community Association,Camden,51.548423033286845,-0.137798522052077
222,Camden,Community centres,Lissenden Gardens TA Room,Camden,51.55762233940134,-0.14858863622086227
223,Camden,Community centres,"Brunswick TA Hall, Unit 10",Camden,51.52461799660263,-0.12416701317296225
224,Camden,Community centres,Medway Court Tenants Association Room,Camden,51.52691770046644,-0.124577038693003
225,Camden,Community centres,Somerton House Tenants Association Room,Camden,51.52773514427636,-0.12902707048245807
226,Camden,Community centres,Sidmouth Street Tenants Association Room ,Camden,51.52741399392942,-0.11962611150324318
227,Camden,Community centres,Kings Cross Brunswick NA ,Camden,51.52876090593543,-0.12118531750021318
228,Camden,Community centres,Winston House TRA Room,Camden,51.52582317900338,-0.13037410567442248
229,Camden,Community centres,Gordon Mansions Tenants Association Room,Camden,51.522185309286996,-0.13402603585084308
230,Camden,Community centres,Holborn Community Association,Camden,51.51977608007874,-0.1369065218363813
231,Camden,Community centres,Mortimer Crescent Tenants Hall,Camden,51.53659111462481,-0.1885050716949946
232,Camden,Community centres,Sidney Boyd Court Tenants Hall,Camden,51.5421934099111,-0.1925800277158706
233,Camden,Community centres,Queens Crescent Community Association,Camden,51.55024237406986,-0.15162885687793926
234,Camden,Community centres,Kiln Place TRA Hall,Camden,51.5539934303041,-0.1511305786563787
235,Camden,Community centres,Barrington Court Tenants Association Room,Camden,51.55327716577789,-0.15247228912567676
236,Camden,Community centres,Talacre Action Group,Camden,51.547538062657225,-0.14722408289265995
237,Camden,Community centres,Denyer House TRA Room,Camden,51.55635823831914,-0.14484597171436864
238,Camden,Community centres,Arkwright Mansions Tenants Room,Camden,51.55073898224258,-0.18285120012052095
239,Camden,Community centres,Beaumont Walk Tenants Association Room,Camden,51.54405568856593,-0.15793687426209635
240,Camden,Community centres,Primrose Hill Court TRA Room,Camden,51.542367897084226,-0.15983657387296812
241,Camden,Community centres,Constable House Tenants Hall,Camden,51.54429435573829,-0.15652829665968185
242,Camden,Community centres,Taplow TA Room,Camden,51.54270631887887,-0.17112937631306355
243,Camden,Community centres,Burgh House Trust,Camden,51.55818089976963,-0.17506733926931314
244,Camden,Community centres,St Christophers Fellowship,Camden,51.55239253414815,-0.20968705183852576
245,Camden,Community centres,Templar House Tenants Hall,Camden,51.5483945822494,-0.20463720534103846
246,Camden,Community centres,Agar Grove Tenant Management Co-operative,Camden,51.54188430548988,-0.13320559197702508
247,Camden,Community centres,Camden Square TA Hall,Camden,51.54572061582861,-0.12677472227516515
248,Camden,Community centres,Primrose Hill Community Centre,Camden,51.54012177072709,-0.15538469787296236
249,Camden,Community centres,Three Fields TA Hall,Camden,51.535778562395286,-0.1411554517317005
250,Camden,Community centres,Regents Park TA Room,Camden,51.5296999915584,-0.14402713093824496
251,Camden,Community centres,West Euston Partnership ,Camden,51.529505843935134,-0.14198776295232432
252,Camden,Community centres,Samuel Lithgow Youth Centre (London Youth),Camden,51.52688412074585,-0.14111421418379844
253,Camden,Community centres,Churchway Tenants Association Room,Camden,51.52876922986664,-0.13071471888760916
254,Camden,Community centres,Training Link ,Camden,51.53113484053904,-0.13074754101172548
255,Camden,Community centres,Camden People First,Camden,51.532547527271824,-0.13701930114008118
256,Camden,Community centres,Lauderdale House Society,Camden,51.56930180602969,-0.14335234602630412
257,Camden,Community centres,Bourne Estate Tenants Association Hall,Camden,51.522438733300454,-0.11220551629581844
258,Camden,Community centres,Langdon House Tenants Association Hall,Camden,51.52097567893052,-0.10958490561940312
259,Camden,Community centres,Gamages Tenants Hall,Camden,51.519021075212066,-0.10882985859128746
260,Camden,Community centres,Hillview Community Centre,Camden,51.5280774667519,-0.1228714132512886
261,Camden,Community centres,Covent Garden Community Centre,Camden,51.5137349207055,-0.12573849814471064
262,Camden,Community centres,Basil Jellicoe Hall,Camden,51.529602639556124,-0.13166095285260795
263,Camden,Community centres,NEQ Community Room,Camden,51.526198156825245,-0.1392536231025251
264,Camden,Creative co-working desk space,Camden Collective,Camden,51.54073738607359,-0.14310203034934926
265,Camden,Creative workspaces,Cockpit Arts,Camden,51.521887877310675,-0.11653839352811067
266,Camden,Dance performance venues,Bloomsbury Theatre,Camden,51.52506973057769,-0.13275478855025438
267,Camden,Dance performance venues,Cambridge Theatre,Camden,51.51351138572916,-0.12638182362667552
268,Camden,Dance performance venues,Hampstead Theatre,Camden,51.54382561714253,-0.1737092618893542
269,Camden,Dance performance venues,New Diorama Theatre,Camden,51.52503273106567,-0.1417518727550851
270,Camden,Dance performance venues,Phoenix Theatre,Camden,51.51452423609992,-0.12955427132150904
271,Camden,Dance performance venues,Roundhouse,Camden,51.543232337531,-0.15189860757857346
272,Camden,Dance performance venues,Shaftesbury Theatre,Camden,51.51627657115764,-0.1260953408279352
273,Camden,Dance performance venues,Shaw Theatre,Camden,51.52864677124312,-0.12811024024435436
274,Camden,Dance performance venues,The Lion and Unicorn Theatre,Camden,51.54809015069022,-0.13892271099645245
275,Camden,Dance performance venues,The Gallery at The Hospital Club,Camden,51.5148940090125,-0.12455228800557876
276,Camden,Dance performance venues,Dragon Hall ,Camden,51.51662639745369,-0.12266501275798312
277,Camden,Dance performance venues,Westminster Kingsway College Theatre,Camden,51.52690563025229,-0.11876765409847068
278,Camden,Dance performance venues,Etcetera Theatre,Camden,51.54059408718843,-0.14427595699830242
279,Camden,Dance performance venues,Royal Academy of Dramatic Art,Camden,51.52088927661266,-0.13226278954051948
280,Camden,Dance performance venues,Tristan Bates Theatre (TBT),Camden,51.513362229693506,-0.12830478490353764
281,Camden,Dance performance venues,Clean Break,Camden,51.54692185614953,-0.14067230087363894
282,Camden,Dance performance venues,Conway Hall,Camden,51.519794035510245,-0.11831129435993612
283,Camden,Dance performance venues,Dominion Theatre,Camden,51.51696265822975,-0.12964170316447235
284,Camden,Dance performance venues,Cecil Sharp House,Camden,51.53810211945751,-0.14933786642370842
285,Camden,Dance performance venues,RADA Studios,Camden,51.520669191261476,-0.13256009012442388
286,Camden,Dance performance venues,Welsh Centre,Camden,51.524933277319285,-0.11690282324089822
287,Camden,Dance performance venues,Camden People's Theatre,Camden,51.52640081348196,-0.13842362408321568
288,Camden,Dance performance venues,The Place Theatre,Camden,51.52750934818446,-0.12840199489824095
289,Camden,Dance performance venues,Theatro Technis,Camden,51.53549591608827,-0.1346783042614774
290,Camden,Dance performance venues,JW3 (Jewish Community Centre London),Camden,51.55091289268334,-0.184791524055614
291,Camden,Dance rehearsal studios,Diorama Arts Studios,Camden,51.5261889403424,-0.13923958442053766
292,Camden,Dance rehearsal studios,Kentish Town Community Centre,Camden,51.548543595697616,-0.13237040097733885
293,Camden,Dance rehearsal studios,The Meeting Rooms,Camden,51.51456284604063,-0.12633865832323174
294,Camden,Dance rehearsal studios,One KX,Camden,51.527501152886934,-0.12450980562103252
295,Camden,Dance rehearsal studios,Central Saint Martins,Camden,51.53648106574247,-0.1242703251528745
296,Camden,Dance rehearsal studios,Camden Arts Centre,Camden,51.551252073600025,-0.18346542610290573
297,Camden,Dance rehearsal studios,YMCA Club,Camden,51.517289137847,-0.13037782668067835
298,Camden,Dance rehearsal studios,The O2 Centre,Camden,51.54794663057845,-0.18139037554846216
299,Camden,Dance rehearsal studios,Academy Mews Dance Studios,Camden,51.53718037262272,-0.14052152583238678
300,Camden,Dance rehearsal studios,Colomba Camden,Camden,51.539528098056365,-0.14795330781008606
301,Camden,Dance rehearsal studios,Colomba Holborn ,Camden,51.51770663083399,-0.11544255842455532
302,Camden,Dance rehearsal studios,Dragon Hall ,Camden,51.51662639745369,-0.12266501275798312
303,Camden,Dance rehearsal studios,Westminster Kingsway College Theatre,Camden,51.52690563025229,-0.11876765409847068
304,Camden,Dance rehearsal studios,Etcetera Theatre,Camden,51.54059408718843,-0.14427595699830242
305,Camden,Dance rehearsal studios,Royal Academy of Dramatic Art,Camden,51.52088927661266,-0.13226278954051948
306,Camden,Dance rehearsal studios,Tristan Bates Theatre (TBT),Camden,51.513362229693506,-0.12830478490353764
307,Camden,Dance rehearsal studios,Clean Break,Camden,51.54692185614953,-0.14067230087363894
308,Camden,Dance rehearsal studios,Conway Hall,Camden,51.519794035510245,-0.11831129435993612
309,Camden,Dance rehearsal studios,Dominion Theatre,Camden,51.51696265822975,-0.12964170316447235
310,Camden,Dance rehearsal studios,Cecil Sharp House,Camden,51.53810211945751,-0.14933786642370842
311,Camden,Dance rehearsal studios,RADA Studios,Camden,51.520669191261476,-0.13256009012442388
312,Camden,Dance rehearsal studios,Welsh Centre,Camden,51.524933277319285,-0.11690282324089822
313,Camden,Dance rehearsal studios,Camden People's Theatre,Camden,51.52640081348196,-0.13842362408321568
314,Camden,Dance rehearsal studios,The Place Theatre,Camden,51.52750934818446,-0.12840199489824095
315,Camden,Dance rehearsal studios,Theatro Technis,Camden,51.53549591608827,-0.1346783042614774
316,Camden,Dance rehearsal studios,JW3 (Jewish Community Centre London),Camden,51.55091289268334,-0.184791524055614
317,Camden,Fashion and design,Etka Kaul,Camden,51.52149543011314,-0.1161798071475774
318,Camden,Fashion and design,Nette' Leather Goods,Camden,51.52149543011314,-0.1161798071475774
319,Camden,Fashion and design,Prudence Millinery,Camden,51.52149543011314,-0.1161798071475774
320,Camden,Fashion and design,Thomas von Hordheim,Camden,51.52144590406069,-0.11645573418126515
321,Camden,Fashion and design,Aisling Duffy ,Camden,51.52149543011314,-0.1161798071475774
322,Camden,Fashion and design,Henry Herbert Tailors ,Camden,51.52230356974046,-0.1133066609195037
323,Camden,Fashion and design,Mica Hirosawa,Camden,51.52149543011314,-0.1161798071475774
324,Camden,Fashion and design,Maria Hatling,Camden,51.52149543011314,-0.1161798071475774
325,Camden,Fashion and design,Jennie Adams,Camden,51.52149543011314,-0.1161798071475774
326,Camden,Fashion and design,Maria Mclean,Camden,51.52149543011314,-0.1161798071475774
327,Camden,Fashion and design,CarrÃ©ducker,Camden,51.52144590406069,-0.11645573418126515
328,Camden,Fashion and design,Judy Bentinck Millinery,Camden,51.52149543011314,-0.1161798071475774
329,Camden,Fashion and design,Harriet Frances Stiles,Camden,51.52149543011314,-0.1161798071475774
330,Camden,Fashion and design,Laura Theiss,Camden,51.52149543011314,-0.1161798071475774
331,Camden,Fashion and design,Karen Henriksen,Camden,51.52144590406069,-0.11645573418126515
332,Camden,Fashion and design,Ejing Zhang,Camden,51.52149543011314,-0.1161798071475774
333,Camden,Fashion and design,Ian Scott Kettle,Camden,51.52144590406069,-0.11645573418126515
334,Camden,Fashion and design,Catilin Charles-Jones,Camden,51.52149543011314,-0.1161798071475774
335,Camden,Fashion and design,Studio Candice Lau,Camden,51.52149543011314,-0.1161798071475774
336,Camden,Fashion and design,Sine Fiennes,Camden,51.52149543011314,-0.1161798071475774
337,Camden,Fashion and design,Hannah Refaat,Camden,51.52149543011314,-0.1161798071475774
338,Camden,Fashion and design,Elise Gustilo,Camden,51.52149543011314,-0.1161798071475774
339,Camden,Fashion and design,Laura Woodhouse,Camden,51.52149543011314,-0.1161798071475774
340,Camden,Fashion and design,Judy Bentinck Millinery,Camden,51.52149543011314,-0.1161798071475774
341,Camden,Fashion and design,Justin Oh,Camden,51.52144590406069,-0.11645573418126515
342,Camden,Fashion and design,Zoe Miller / Tangent Accessories,Camden,51.52149543011314,-0.1161798071475774
343,Camden,Fashion and design,Carreducker London Limited,Camden,51.52144590406069,-0.11645573418126515
344,Camden,Jewellery design,3D Jeweller Limited,Camden,51.51933477016202,-0.1076493074002356
345,Camden,Jewellery design,A Weathered Penny Limited,Camden,51.52371042827414,-0.14229585745897835
346,Camden,Jewellery design,A. Young (Wholesale Jewellers 1981) Limited,Camden,51.51854238428442,-0.10814341228168248
347,Camden,Jewellery design,Amanda Mansell Limited,Camden,51.519834384630244,-0.10796011936760767
348,Camden,Jewellery design,Andrew Diamonds Limited,Camden,51.518515350270384,-0.1075823889577909
349,Camden,Jewellery design,Belson Diamonds Limited,Camden,51.52107330466096,-0.10894661177301136
350,Camden,Jewellery design,Burt and Gurt Jewellery Ltd,Camden,51.52010396393866,-0.1096210183365088
351,Camden,Jewellery design,BY Abiola Ltd,Camden,51.5400750695701,-0.1404611714442481
352,Camden,Jewellery design,C.N. Ross-Field Manufacturing Jewellers Limited,Camden,51.5186333396673,-0.10764956602202036
353,Camden,Jewellery design,Cad Creations Limited,Camden,51.52007036302658,-0.10809447952263368
354,Camden,Jewellery design,Cad2Cam Limited,Camden,51.51933477016202,-0.1076493074002356
355,Camden,Jewellery design,Chalfen of London Limited,Camden,51.52010396393866,-0.1096210183365088
356,Camden,Jewellery design,Chas.Mathews(Lapidaries)Limited,Camden,51.518145499725925,-0.10751124298863142
357,Camden,Jewellery design,Coops London Ltd,Camden,51.52220019830421,-0.1096783252664484
358,Camden,Jewellery design,Cora Sheibani Ltd,Camden,51.52059350605578,-0.1221846827968167
359,Camden,Jewellery design,Cornelius & Davies Limited,Camden,51.52107330466096,-0.10894661177301136
360,Camden,Jewellery design,Daitien Diamonds Limited,Camden,51.52131710783557,-0.10900858208367188
361,Camden,Jewellery design,David Lawes Jewellery Limited,Camden,51.520695861275705,-0.10896225377771276
362,Camden,Jewellery design,DG Bespoke Jewellery Limited,Camden,51.535259002630575,-0.14071521328945524
363,Camden,Jewellery design,EJC Designs Limited,Camden,51.51841942873679,-0.11335193262312693
364,Camden,Jewellery design,Eternity (UK) Limited,Camden,51.51854238428442,-0.10814341228168248
365,Camden,Jewellery design,Eternity Range Limited,Camden,51.52132409244852,-0.1077686164273173
366,Camden,Jewellery design,Flavie Michou Ltd,Camden,51.52010396393866,-0.1096210183365088
367,Camden,Jewellery design,Fred E.Ullmann,Camden,51.520669146574136,-0.10730567814881088
368,Camden,Jewellery design,Gem Craft & Jewels Limited,Camden,51.51958136193243,-0.10788412446455607
369,Camden,Jewellery design,Gold Empire Ltd,Camden,51.519950050655254,-0.10788325154862886
370,Camden,Jewellery design,Hatton Designs Limited,Camden,51.52007036302658,-0.10809447952263368
371,Camden,Jewellery design,Hattons Edge Ltd,Camden,51.5208826542533,-0.10827702188566317
372,Camden,Jewellery design,Jocelyn Burton Limited,Camden,51.528821708659564,-0.11992851796325027
373,Camden,Jewellery design,Jonathan Harris (Jewellery) Limited,Camden,51.52058059304862,-0.11577072018242653
374,Camden,Jewellery design,Knightbridge Watch and Jewellers Ltd,Camden,51.53984044692499,-0.1945335541800366
375,Camden,Jewellery design,La Jana Limited,Camden,51.52007036302658,-0.10809447952263368
376,Camden,Jewellery design,Labs Diamond Limited,Camden,51.54137485250705,-0.1464506088717855
377,Camden,Jewellery design,Lauder Jewellers Limited,Camden,51.546302447770394,-0.1785858563180569
378,Camden,Jewellery design,Lauder Limited,Camden,51.546302447770394,-0.1785858563180569
379,Camden,Jewellery design,Laura Lee Jewellery Limited,Camden,51.51330074540717,-0.12726961915843535
380,Camden,Jewellery design,"Lawson,Ward & Gammage Limited",Camden,51.52007036302658,-0.10809447952263368
381,Camden,Jewellery design,Leah Van Meyer Ltd,Camden,51.53984044692499,-0.1945335541800366
382,Camden,Jewellery design,Lion Art Jewellery Ltd,Camden,51.54233941565463,-0.14773816795989678
383,Camden,Jewellery design,Marco Cuomo Limited,Camden,51.51873265851785,-0.10767427556128227
384,Camden,Jewellery design,Marvellous Jewellers Ltd,Camden,51.52165124283394,-0.10909563950707524
385,Camden,Jewellery design,MLN Studios Ltd,Camden,51.51930207595789,-0.10785246197075984
386,Camden,Jewellery design,Nat David Limited,Camden,51.52027814544269,-0.10759577157034964
387,Camden,Jewellery design,Nelly Ley LTD.,Camden,51.520915813664864,-0.10810267067221847
388,Camden,Jewellery design,Old Limited,Camden,51.546302447770394,-0.1785858563180569
389,Camden,Jewellery design,P&P Manufacturing Limited,Camden,51.52001340005312,-0.1095815267751924
390,Camden,Jewellery design,Pino Spitaleri Fine Jewellery Ltd,Camden,51.519362351270075,-0.10712925175346638
391,Camden,Jewellery design,Private Jeweller Limited,Camden,51.514897012048934,-0.1236153304925722
392,Camden,Jewellery design,R&T Jewellers Ltd,Camden,51.5192962672194,-0.10749234787303404
393,Camden,Jewellery design,Rawstyle Limited,Camden,51.54813505825621,-0.1976810470281676
394,Camden,Jewellery design,Sanderline Limited,Camden,51.52576819712903,-0.1286175813097449
395,Camden,Jewellery design,Sarah Herriot Design Limited,Camden,51.52107330466096,-0.10894661177301136
396,Camden,Jewellery design,Seattle Gold Workshop Limited,Camden,51.519950050655254,-0.10788325154862886
397,Camden,Jewellery design,Servegift Limited,Camden,51.520728557284784,-0.10875909370517882
398,Camden,Jewellery design,SNY Limited,Camden,51.519192376387615,-0.1077416972058802
399,Camden,Jewellery design,TDM Lnd Ltd,Camden,51.51805323026123,-0.13374817328805133
400,Camden,Jewellery design,The Ethical Diamond Company (UK) Limited,Camden,51.51933477016202,-0.1076493074002356
401,Camden,Jewellery design,Tricast Limited,Camden,51.536969324619996,-0.14821583781662725
402,Camden,Jewellery design,UK Eidc Joint Exchange Holding Group Limited,Camden,51.51983980120196,-0.13017242104467966
403,Camden,Jewellery design,Multiple businesses ,Camden,51.51942083435702,-0.1085250068892852
404,Camden,Jewellery design,Multiple businesses ,Camden,51.51966944868829,-0.10665525511070108
405,Camden,Jewellery design,Multiple businesses ,Camden,51.52294577531169,-0.11633615698890795
406,Camden,Jewellery design,Multiple businesses ,Camden,51.52247339282471,-0.1132419764398505
407,Camden,Jewellery design,Vasettha Limited,Camden,51.5490203852945,-0.18104464660249756
408,Camden,Jewellery design,Villamarts Limited,Camden,51.519636601401004,-0.10740616193751767
409,Camden,Jewellery design,Wilde Ones International UK Limited,Camden,51.514292321688735,-0.12629211212768346
410,Camden,Legal street art walls,Market Road Gallery,Camden,51.54542837645168,-0.12750604114702327
411,Camden,LGBT+ night time venues,The Apple Tree ,Camden,51.52348809748653,-0.11203236194647426
412,Camden,LGBT+ night time venues,Gays the Word,Camden,51.52608613990815,-0.1267106550517051
413,Camden,LGBT+ night time venues,New Bloomsbury Set,Camden,51.526532482560356,-0.12710054605645754
414,Camden,LGBT+ night time venues,Phoenix Arts Club (Regular LGBTQ+ Programming),,51.51433124695394,-0.12950143585418528
